Country;Indicator;Indicator_Code;Indicator_Value;Year;Month;Quarter;Purchase_Date;City;Region;Product_Category;Brand;Gender;Age;Customer_Segment;Unit_Price_USD;Quantity;Total_Sales_USD;Cost_USD;Profit_USD;Shipping_Method;Delivery_Days;Payment_Method;Import_Export;Supplier;Warehouse;Tax_Rate;Satisfaction_Score
Vietnam;Internet_Users;IT.NET.USER.ZS;0.0;1990;4;2;05/04/1990;Hanoi;North;Smartphone;Xiaomi;Male;52;Budget;587.01;12;7044.12;4274.34;2769.78;Road;5;Bank Transfer;Import;Foxconn Vietnam;WH-HN-02;8;4.4
Vietnam;Internet_Users;IT.NET.USER.ZS;0.0;1990;3;1;08/03/1990;Hanoi;North;Tablet;Samsung;Female;25;Premium;511.04;2;1022.08;804.33;217.75;Sea;19;E-Wallet;Import;Digiworld;WH-HN-02;8;4.0
Vietnam;Internet_Users;IT.NET.USER.ZS;0.0;1990;10;4;28/10/1990;Hanoi;North;Smartphone;Apple;Female;57;Budget;1346.72;1;1346.72;858.29;488.43;Sea;24;E-Wallet;Export;Viettel Store;WH-HN-02;10;3.6
Vietnam;Internet_Users;IT.NET.USER.ZS;0.0;1990;11;4;20/11/1990;Hanoi;North;Audio Devices;Apple;Male;37;Standard;491.14;4;1964.56;1434.08;530.48;Road;5;Bank Transfer;Import;Intel Vietnam;WH-DN-03;8;3.8
Vietnam;Internet_Users;IT.NET.USER.ZS;0.0;1990;3;1;13/03/1990;Hanoi;North;Laptop;HP;Male;23;Budget;2107.1;12;25285.2;16022.09;9263.11;Air;1;Credit Card;Import;FPT Retail;WH-HN-02;10;3.2
Vietnam;Internet_Users;IT.NET.USER.ZS;0.0;1990;9;3;21/09/1990;Bien Hoa;South;Laptop;Lenovo;Female;46;Standard;1867.52;8;14940.16;12020.23;2919.93;Road;3;Cash;Import;Foxconn Vietnam;WH-HCM-01;5;4.0
Vietnam;Internet_Users;IT.NET.USER.ZS;0.0;1990;8;3;15/08/1990;Ho Chi Minh City;South;Semiconductor;Nvidia;Male;39;Standard;2369.26;19;45015.94;31580.31;13435.63;Road;6;E-Wallet;Import;LG Vietnam;WH-HN-02;10;3.5
Vietnam;Internet_Users;IT.NET.USER.ZS;0.0;1990;11;4;26/11/1990;Hanoi;North;Smart TV;Samsung;Female;43;Premium;1927.26;18;34690.68;22541.41;12149.27;Road;4;Bank Transfer;Import;LG Vietnam;WH-HN-02;5;3.8
Vietnam;Internet_Users;IT.NET.USER.ZS;0.0;1990;6;2;15/06/1990;Da Nang;Central;Audio Devices;Sony;Female;25;Standard;510.41;18;9187.38;6182.82;3004.56;Air;3;E-Wallet;Import;Intel Vietnam;WH-HCM-01;8;3.6
Vietnam;Internet_Users;IT.NET.USER.ZS;0.0;1990;5;2;25/05/1990;Ho Chi Minh City;South;Smart TV;Sony;Male;55;Standard;688.41;14;9637.74;6342.01;3295.73;Road;7;E-Wallet;Export;Viettel Store;WH-HCM-01;5;3.1
Vietnam;Internet_Users;IT.NET.USER.ZS;0.0;1990;6;2;04/06/1990;Ho Chi Minh City;South;Laptop;Dell;Female;50;Premium;569.13;10;5691.3;4309.18;1382.12;Air;2;Credit Card;Export;Intel Vietnam;WH-HCM-01;5;3.2
Vietnam;Internet_Users;IT.NET.USER.ZS;0.0;1990;8;3;28/08/1990;Can Tho;South;Smartphone;Apple;Female;47;Standard;1496.09;5;7480.45;5154.35;2326.1;Road;5;Bank Transfer;Export;FPT Retail;WH-DN-03;10;4.5
Vietnam;Internet_Users;IT.NET.USER.ZS;0.0;1990;11;4;06/11/1990;Hanoi;North;Tablet;Xiaomi;Male;38;Enterprise;409.55;16;6552.8;4310.01;2242.79;Sea;11;E-Wallet;Import;Viettel Store;WH-HN-02;10;4.1
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;3;1;06/03/2024;Can Tho;South;Smartphone;Samsung;Male;59;Standard;1160.4;4;4641.6;3773.33;868.27;Road;5;Bank Transfer;Import;LG Vietnam;WH-HN-02;10;3.7
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;12;4;13/12/2024;Ho Chi Minh City;South;Gaming;Asus;Female;47;Premium;2694.49;11;29639.39;21314.66;8324.73;Road;6;Bank Transfer;Import;Digiworld;WH-HCM-01;10;3.3
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;11;4;07/11/2024;Nha Trang;Central;Gaming;MSI;Female;46;Enterprise;1712.76;6;10276.56;6745.48;3531.08;Sea;17;Credit Card;Import;LG Vietnam;WH-DN-03;5;4.3
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;4;2;20/04/2024;Hai Phong;North;Home Appliances;LG;Female;33;Standard;1101.14;4;4404.56;2991.77;1412.79;Road;4;E-Wallet;Export;Intel Vietnam;WH-HN-02;5;4.4
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;4;2;15/04/2024;Ho Chi Minh City;South;Laptop;Dell;Male;33;Budget;2265.54;12;27186.48;20596.56;6589.92;Road;5;E-Wallet;Import;LG Vietnam;WH-HCM-01;8;4.3
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;12;4;05/12/2024;Can Tho;South;Electronic Components;Intel;Male;33;Standard;113.21;10;1132.1;824.32;307.78;Road;3;Cash;Export;Samsung Vietnam;WH-HCM-01;8;4.5
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;2;1;11/02/2024;Ho Chi Minh City;South;Home Appliances;Samsung;Female;33;Enterprise;1806.57;15;27098.55;18880.26;8218.29;Road;7;Bank Transfer;Import;LG Vietnam;WH-HN-02;5;4.3
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;1;1;28/01/2024;Ho Chi Minh City;South;Smartphone;Oppo;Female;34;Budget;531.5;2;1063.0;761.85;301.15;Air;3;Credit Card;Export;Samsung Vietnam;WH-HCM-01;8;4.7
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;2;1;07/02/2024;Hanoi;North;Smartphone;Xiaomi;Male;52;Budget;779.09;13;10128.17;8499.84;1628.33;Air;1;Bank Transfer;Export;Digiworld;WH-DN-03;10;4.0
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;12;4;27/12/2024;Hanoi;North;Smart TV;LG;Male;40;Budget;693.12;15;10396.8;6666.19;3730.61;Road;3;Bank Transfer;Export;Foxconn Vietnam;WH-DN-03;5;4.5
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;2;1;09/02/2024;Da Nang;Central;Gaming;Acer;Female;28;Standard;856.12;6;5136.72;3525.46;1611.26;Road;4;E-Wallet;Import;LG Vietnam;WH-DN-03;8;4.1
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;1;1;15/01/2024;Nha Trang;Central;Smartphone;Xiaomi;Female;49;Standard;684.18;6;4105.08;2767.21;1337.87;Sea;16;E-Wallet;Import;Foxconn Vietnam;WH-HN-02;5;3.9
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;9;3;27/09/2024;Bien Hoa;South;Laptop;Asus;Female;32;Enterprise;1814.5;2;3629.0;2291.26;1337.74;Road;6;Bank Transfer;Import;Digiworld;WH-HN-02;10;4.9
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;1;1;26/01/2024;Hanoi;North;Audio Devices;JBL;Female;41;Budget;394.92;1;394.92;255.38;139.54;Road;6;E-Wallet;Import;Samsung Vietnam;WH-HN-02;5;3.8
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;4;2;28/04/2024;Hai Phong;North;Smartphone;Oppo;Female;46;Standard;861.74;11;9479.14;5997.67;3481.47;Sea;21;E-Wallet;Export;FPT Retail;WH-HN-02;8;3.7
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;2;1;20/02/2024;Hai Phong;North;Electronic Components;Intel;Female;49;Standard;474.45;13;6167.85;4996.08;1171.77;Road;6;E-Wallet;Export;Samsung Vietnam;WH-HN-02;5;4.8
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;12;4;08/12/2024;Hanoi;North;Electronic Components;Intel;Female;24;Enterprise;375.18;10;3751.8;2363.03;1388.77;Road;3;E-Wallet;Export;Intel Vietnam;WH-HN-02;8;3.8
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;7;3;10/07/2024;Ho Chi Minh City;South;Tablet;Samsung;Male;49;Premium;320.56;8;2564.48;2019.13;545.35;Road;4;Bank Transfer;Import;Digiworld;WH-DN-03;5;4.3
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;11;4;08/11/2024;Ho Chi Minh City;South;Smartphone;Oppo;Male;47;Premium;1371.2;11;15083.2;11113.09;3970.11;Road;7;Bank Transfer;Import;Samsung Vietnam;WH-HN-02;10;3.9
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;3;1;13/03/2024;Hanoi;North;Smartphone;Oppo;Female;42;Premium;480.04;1;480.04;347.0;133.04;Road;3;Bank Transfer;Import;Foxconn Vietnam;WH-DN-03;10;4.8
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;5;2;12/05/2024;Ho Chi Minh City;South;Smartphone;Samsung;Male;31;Budget;691.34;9;6222.06;4005.96;2216.1;Road;4;E-Wallet;Import;Intel Vietnam;WH-HN-02;10;4.9
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;12;4;16/12/2024;Ho Chi Minh City;South;Electronic Components;Intel;Male;21;Standard;429.85;5;2149.25;1572.3;576.95;Sea;15;Cash;Export;Foxconn Vietnam;WH-HCM-01;10;4.0
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;3;1;13/03/2024;Da Nang;Central;Tablet;Xiaomi;Female;35;Enterprise;1105.03;5;5525.15;4639.92;885.23;Road;7;E-Wallet;Import;Foxconn Vietnam;WH-DN-03;5;3.5
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;10;4;01/10/2024;Hanoi;North;Smart TV;Samsung;Male;42;Budget;1310.79;7;9175.53;5528.35;3647.18;Sea;15;Credit Card;Export;FPT Retail;WH-DN-03;8;3.6
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;5;2;04/05/2024;Ho Chi Minh City;South;Smart TV;Samsung;Female;22;Premium;1572.07;16;25153.12;19672.9;5480.22;Air;3;Credit Card;Export;Foxconn Vietnam;WH-DN-03;5;4.3
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;127.606.471.743.496;2024;11;4;17/11/2024;Ho Chi Minh City;South;Laptop;Lenovo;Female;36;Premium;1945.77;15;29186.55;21076.75;8109.8;Road;4;E-Wallet;Import;Digiworld;WH-HCM-01;5;4.1
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;4;2;22/04/2023;Bien Hoa;South;Laptop;Asus;Male;37;Budget;1116.22;3;3348.66;2715.14;633.52;Road;7;Credit Card;Export;Digiworld;WH-DN-03;5;4.3
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;5;2;24/05/2023;Hanoi;North;Gaming;Acer;Male;50;Premium;1369.44;9;12324.96;10016.93;2308.03;Sea;16;Bank Transfer;Export;Intel Vietnam;WH-HCM-01;5;3.4
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;5;2;15/05/2023;Ho Chi Minh City;South;Semiconductor;Nvidia;Male;55;Premium;1237.56;15;18563.4;12166.87;6396.53;Road;6;Credit Card;Export;Viettel Store;WH-HCM-01;8;3.1
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;8;3;19/08/2023;Hai Phong;North;Smart TV;LG;Female;24;Premium;1547.54;15;23213.1;17261.38;5951.72;Road;5;Credit Card;Import;FPT Retail;WH-DN-03;5;3.5
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;2;1;01/02/2023;Hanoi;North;Gaming;Asus;Male;24;Standard;1359.68;12;16316.16;13264.87;3051.29;Road;6;Bank Transfer;Import;Digiworld;WH-HN-02;10;3.1
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;8;3;17/08/2023;Da Nang;Central;Smart TV;Samsung;Male;18;Standard;1523.62;3;4570.86;3556.18;1014.68;Sea;21;E-Wallet;Export;FPT Retail;WH-DN-03;10;3.9
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;2;1;20/02/2023;Ho Chi Minh City;South;Tablet;Apple;Male;42;Standard;976.35;11;10739.85;6890.15;3849.7;Road;6;Cash;Import;Foxconn Vietnam;WH-HCM-01;10;4.4
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;11;4;15/11/2023;Can Tho;South;Smart Watch;Samsung;Female;19;Budget;631.08;10;6310.8;4216.08;2094.72;Air;3;E-Wallet;Export;Foxconn Vietnam;WH-DN-03;8;4.9
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;1;1;05/01/2023;Ho Chi Minh City;South;Smartphone;Apple;Male;30;Budget;889.64;17;15123.88;11329.58;3794.3;Air;3;E-Wallet;Export;Foxconn Vietnam;WH-HCM-01;5;3.3
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;10;4;20/10/2023;Hanoi;North;Laptop;Dell;Male;31;Standard;1719.3;18;30947.4;19952.68;10994.72;Road;4;E-Wallet;Export;LG Vietnam;WH-HN-02;5;4.7
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;7;3;24/07/2023;Ho Chi Minh City;South;Tablet;Samsung;Male;54;Standard;475.21;4;1900.84;1220.02;680.82;Sea;23;Credit Card;Export;Intel Vietnam;WH-HN-02;5;3.7
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;9;3;24/09/2023;Hanoi;North;Audio Devices;JBL;Female;52;Budget;402.86;14;5640.04;4750.56;889.48;Road;6;Credit Card;Export;Foxconn Vietnam;WH-HCM-01;8;3.3
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;11;4;08/11/2023;Da Nang;Central;Electronic Components;Intel;Male;54;Premium;335.56;2;671.12;525.46;145.66;Road;7;Credit Card;Import;FPT Retail;WH-HN-02;5;3.8
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;11;4;17/11/2023;Hanoi;North;Tablet;Apple;Male;44;Budget;417.7;8;3341.6;2622.95;718.65;Road;3;Credit Card;Import;Foxconn Vietnam;WH-DN-03;5;4.0
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;6;2;09/06/2023;Hanoi;North;Smartphone;Apple;Male;59;Premium;732.39;7;5126.73;4210.88;915.85;Road;5;Credit Card;Import;Viettel Store;WH-HN-02;10;3.8
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;9;3;13/09/2023;Hanoi;North;Gaming;MSI;Female;23;Budget;2188.72;15;32830.8;19739.73;13091.07;Road;5;Bank Transfer;Import;Digiworld;WH-DN-03;10;5.0
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;7;3;06/07/2023;Ho Chi Minh City;South;Laptop;Dell;Female;50;Budget;1128.88;5;5644.4;4743.03;901.37;Road;6;Bank Transfer;Import;Viettel Store;WH-DN-03;10;3.6
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;5;2;18/05/2023;Hanoi;North;Audio Devices;JBL;Female;28;Standard;499.35;7;3495.45;2482.38;1013.07;Sea;11;Bank Transfer;Import;Intel Vietnam;WH-HN-02;8;4.4
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;7;3;05/07/2023;Hai Phong;North;Smartphone;Oppo;Female;34;Premium;620.81;15;9312.15;6182.84;3129.31;Sea;13;Credit Card;Export;Foxconn Vietnam;WH-DN-03;10;3.8
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;5;2;15/05/2023;Hai Phong;North;Smartphone;Apple;Male;49;Standard;1467.36;2;2934.72;1787.99;1146.73;Air;3;E-Wallet;Import;LG Vietnam;WH-HCM-01;5;4.4
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;5;2;13/05/2023;Hanoi;North;Smartphone;Xiaomi;Female;21;Premium;756.72;5;3783.6;3162.55;621.05;Sea;23;E-Wallet;Import;Samsung Vietnam;WH-HCM-01;5;4.1
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;1;1;13/01/2023;Hanoi;North;Semiconductor;Intel;Female;27;Premium;2277.34;15;34160.1;24276.78;9883.32;Sea;10;E-Wallet;Export;LG Vietnam;WH-HN-02;10;3.9
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;6;2;08/06/2023;Hanoi;North;Smart Watch;Samsung;Male;29;Enterprise;853.17;1;853.17;645.59;207.58;Road;5;E-Wallet;Import;Digiworld;WH-HCM-01;10;4.9
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;9;3;10/09/2023;Can Tho;South;Smartphone;Apple;Male;54;Premium;980.37;9;8823.33;5405.23;3418.1;Road;4;Bank Transfer;Import;LG Vietnam;WH-HCM-01;8;4.5
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;11;4;04/11/2023;Da Nang;Central;Smartphone;Samsung;Male;36;Premium;1293.23;6;7759.38;6325.52;1433.86;Road;7;E-Wallet;Import;Digiworld;WH-HN-02;5;3.1
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;4;2;03/04/2023;Ho Chi Minh City;South;Laptop;Lenovo;Female;54;Standard;1066.6;2;2133.2;1332.02;801.18;Road;6;Cash;Export;Digiworld;WH-DN-03;10;4.8
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;11;4;12/11/2023;Ho Chi Minh City;South;Gaming;Acer;Male;41;Budget;2153.57;5;10767.85;7782.61;2985.24;Road;7;Credit Card;Import;LG Vietnam;WH-HCM-01;10;3.2
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;9;3;21/09/2023;Hanoi;North;Tablet;Samsung;Male;20;Budget;625.84;1;625.84;497.09;128.75;Road;7;E-Wallet;Import;Viettel Store;WH-HCM-01;5;4.4
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;7;3;05/07/2023;Hanoi;North;Gaming;MSI;Male;50;Budget;2053.16;1;2053.16;1577.37;475.79;Sea;24;E-Wallet;Import;Digiworld;WH-DN-03;5;3.8
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;7;3;12/07/2023;Hanoi;North;Semiconductor;Intel;Male;21;Standard;2468.3;6;14809.8;10632.22;4177.58;Road;5;Credit Card;Import;Digiworld;WH-DN-03;5;4.7
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;8;3;17/08/2023;Nha Trang;Central;Semiconductor;Nvidia;Female;51;Budget;2864.62;6;17187.72;11578.69;5609.03;Air;2;Bank Transfer;Export;LG Vietnam;WH-DN-03;5;4.5
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;11;4;27/11/2023;Hai Phong;North;Smartphone;Xiaomi;Male;44;Premium;876.34;10;8763.4;5996.09;2767.31;Road;5;E-Wallet;Import;Digiworld;WH-DN-03;10;3.4
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;11;4;01/11/2023;Ho Chi Minh City;South;Laptop;HP;Female;32;Budget;658.98;12;7907.76;5181.83;2725.93;Sea;24;Credit Card;Export;Intel Vietnam;WH-HCM-01;10;3.5
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;4;2;15/04/2023;Hanoi;North;Semiconductor;Intel;Female;46;Enterprise;1150.71;6;6904.26;4199.14;2705.12;Air;2;Credit Card;Import;LG Vietnam;WH-DN-03;8;3.9
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;6;2;14/06/2023;Hanoi;North;Smartphone;Apple;Male;26;Budget;520.56;8;4164.48;3108.38;1056.1;Road;5;Credit Card;Export;Samsung Vietnam;WH-HN-02;5;4.9
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;9;3;22/09/2023;Ho Chi Minh City;South;Laptop;Dell;Female;58;Standard;2463.36;11;27096.96;22452.67;4644.29;Road;3;Bank Transfer;Import;Foxconn Vietnam;WH-HN-02;10;4.0
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;5;2;03/05/2023;Bien Hoa;South;Tablet;Samsung;Male;44;Standard;310.41;11;3414.51;2764.09;650.42;Road;5;Bank Transfer;Export;FPT Retail;WH-HCM-01;8;4.2
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;5;2;21/05/2023;Can Tho;South;Smartphone;Xiaomi;Male;22;Budget;1358.14;6;8148.84;6579.8;1569.04;Road;7;Bank Transfer;Export;FPT Retail;WH-DN-03;10;4.6
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;1;1;20/01/2023;Ho Chi Minh City;South;Electronic Components;Foxconn;Male;37;Budget;407.62;15;6114.3;3910.2;2204.1;Road;7;Credit Card;Import;Viettel Store;WH-HN-02;8;4.8
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;130.991.428.667.547;2023;3;1;25/03/2023;Ho Chi Minh City;South;Laptop;Dell;Male;49;Enterprise;1713.84;17;29135.28;24529.54;4605.74;Air;3;Credit Card;Import;Samsung Vietnam;WH-HCM-01;8;4.4
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;1;1;27/01/2022;Ho Chi Minh City;South;Electronic Components;Intel;Male;54;Standard;470.45;4;1881.8;1200.11;681.69;Road;3;E-Wallet;Export;FPT Retail;WH-HCM-01;10;4.1
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;1;1;07/01/2022;Nha Trang;Central;Tablet;Xiaomi;Female;55;Standard;344.89;19;6552.91;4588.83;1964.08;Road;3;Credit Card;Export;LG Vietnam;WH-HCM-01;10;3.5
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;1;1;26/01/2022;Hai Phong;North;Smartphone;Oppo;Female;24;Enterprise;757.7;10;7577.0;5437.3;2139.7;Air;1;Bank Transfer;Import;LG Vietnam;WH-HCM-01;5;4.7
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;2;1;12/02/2022;Hai Phong;North;Smartphone;Apple;Female;57;Standard;892.72;16;14283.52;10283.12;4000.4;Sea;16;E-Wallet;Import;Viettel Store;WH-HN-02;8;4.6
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;4;2;12/04/2022;Nha Trang;Central;Smartphone;Apple;Male;34;Standard;751.21;15;11268.15;7598.41;3669.74;Road;5;Credit Card;Export;Foxconn Vietnam;WH-HN-02;8;3.7
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;3;1;10/03/2022;Hanoi;North;Laptop;Asus;Female;25;Budget;2123.96;8;16991.68;12185.25;4806.43;Sea;16;E-Wallet;Import;Intel Vietnam;WH-DN-03;8;4.9
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;6;2;04/06/2022;Nha Trang;Central;Audio Devices;Apple;Female;27;Premium;212.14;11;2333.54;1647.83;685.71;Air;2;Credit Card;Import;LG Vietnam;WH-HCM-01;5;4.6
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;9;3;07/09/2022;Bien Hoa;South;Home Appliances;LG;Female;49;Budget;1313.41;16;21014.56;16120.63;4893.93;Air;3;Bank Transfer;Import;Foxconn Vietnam;WH-DN-03;5;4.6
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;11;4;14/11/2022;Ho Chi Minh City;South;Smartphone;Oppo;Female;32;Premium;739.05;8;5912.4;3560.43;2351.97;Sea;14;Bank Transfer;Export;Foxconn Vietnam;WH-DN-03;8;4.0
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;2;1;03/02/2022;Hanoi;North;Tablet;Xiaomi;Male;29;Standard;641.55;13;8340.15;6261.21;2078.94;Road;4;Bank Transfer;Export;Intel Vietnam;WH-HCM-01;8;4.4
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;10;4;06/10/2022;Ho Chi Minh City;South;Tablet;Samsung;Female;28;Budget;346.78;15;5201.7;3971.89;1229.81;Air;1;E-Wallet;Import;Foxconn Vietnam;WH-HN-02;10;3.9
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;8;3;14/08/2022;Ho Chi Minh City;South;Tablet;Apple;Male;23;Budget;1199.5;15;17992.5;11537.34;6455.16;Road;4;E-Wallet;Import;Digiworld;WH-HN-02;5;3.9
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;8;3;22/08/2022;Hanoi;North;Smartphone;Apple;Male;35;Premium;864.74;3;2594.22;1655.37;938.85;Air;3;Credit Card;Export;Digiworld;WH-DN-03;10;3.6
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;10;4;04/10/2022;Ho Chi Minh City;South;Smartphone;Oppo;Female;43;Premium;1025.39;4;4101.56;2467.41;1634.15;Air;1;Credit Card;Export;Intel Vietnam;WH-HCM-01;5;4.5
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;7;3;06/07/2022;Ho Chi Minh City;South;Laptop;Lenovo;Female;57;Enterprise;1988.28;9;17894.52;13325.43;4569.09;Road;7;E-Wallet;Export;FPT Retail;WH-HN-02;5;4.8
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;2;1;09/02/2022;Hanoi;North;Smartphone;Xiaomi;Female;28;Standard;802.38;7;5616.66;3743.12;1873.54;Road;5;Bank Transfer;Import;Foxconn Vietnam;WH-HN-02;5;4.0
Vietnam;Mobile_Subscriptions;IT.CEL.SETS.P2;137.852.422.819.653;2022;3;1;02/03/2022;Hanoi;North;Tablet;Apple;Female;47;Standard;1074.89;13;13973.57;9196.35;4777.22;Air;3;Bank Transfer;Export;Intel Vietnam;WH-DN-03;10;4.7
